id,day,phase,keyTasks,status,profitTarget,dueDate
DAY_208,208,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-02-09
DAY_209,209,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-02-10
DAY_210,210,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-02-11
DAY_211,211,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-02-12
DAY_212,212,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-02-13
DAY_213,213,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-02-14
DAY_214,214,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-02-15
DAY_215,215,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-02-16
DAY_216,216,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-02-17
DAY_217,217,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-02-18
DAY_218,218,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-02-19
DAY_219,219,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-02-20
DAY_220,220,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-02-21
DAY_221,221,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-02-22
DAY_222,222,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-02-23
DAY_223,223,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-02-24
DAY_224,224,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-02-25
DAY_225,225,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-02-26
DAY_226,226,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-02-27
DAY_227,227,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-02-28
DAY_228,228,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-03-01
DAY_229,229,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-03-02
DAY_230,230,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-03-03
DAY_231,231,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-03-04
DAY_232,232,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-03-05
DAY_233,233,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-03-06
DAY_234,234,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-03-07
DAY_235,235,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-03-08
DAY_236,236,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-03-09
DAY_237,237,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-03-10
DAY_238,238,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-03-11
DAY_239,239,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-03-12
DAY_240,240,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-03-13
DAY_241,241,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-03-14
DAY_242,242,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-03-15
DAY_243,243,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-03-16
DAY_244,244,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-03-17
DAY_245,245,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-03-18
DAY_246,246,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-03-19
DAY_247,247,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-03-20
DAY_248,248,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-03-21
DAY_249,249,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-03-22
DAY_250,250,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-03-23
DAY_251,251,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-03-24
DAY_252,252,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-03-25
DAY_253,253,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-03-26
DAY_254,254,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-03-27
DAY_255,255,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-03-28
DAY_256,256,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-03-29
DAY_257,257,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-03-30
DAY_258,258,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-03-31
DAY_259,259,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-04-01
DAY_260,260,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-04-02
DAY_261,261,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-04-03
DAY_262,262,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-04-04
DAY_263,263,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-04-05
DAY_264,264,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-04-06
DAY_265,265,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-04-07
DAY_266,266,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-04-08
DAY_267,267,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-04-09
DAY_268,268,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-04-10
DAY_269,269,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-04-11
DAY_270,270,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-04-12
DAY_271,271,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-04-13
DAY_272,272,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-04-14
DAY_273,273,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-04-15
DAY_274,274,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-04-16
DAY_275,275,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-04-17
DAY_276,276,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-04-18
DAY_277,277,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-04-19
DAY_278,278,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-04-20
DAY_279,279,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-04-21
DAY_280,280,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-04-22
DAY_281,281,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-04-23
DAY_282,282,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-04-24
DAY_283,283,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-04-25
DAY_284,284,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-04-26
DAY_285,285,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-04-27
DAY_286,286,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-04-28
DAY_287,287,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-04-29
DAY_288,288,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-04-30
DAY_289,289,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-05-01
DAY_290,290,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-05-02
DAY_291,291,Foundation,"• Revoir l'architecture système\n• Mettre à jour les dépendances\n• Optimiser les performances",pending,0,2026-05-03
DAY_292,292,Foundation,"• Développer le module d'analyse sémantique\n• Intégrer de nouvelles sources de données\n• Tester l'intégration",pending,50,2026-05-04
DAY_293,293,Foundation,"• Améliorer l'algorithme de reconnaissance vocale\n• Optimiser la précision\n• Préparer la documentation",pending,100,2026-05-05
DAY_294,294,Revenue,"• Lancer la campagne de marketing digital\n• Optimiser les publicités\n• Suivre les conversions",pending,200,2026-05-06
DAY_295,295,Revenue,"• Analyser les données de vente\n• Identifier les opportunités de croissance\n• Développer de nouvelles stratégies",pending,300,2026-05-07
DAY_296,296,Revenue,"• Expansion des marchés cibles\n• Adapter les produits aux besoins locaux\n• Support client multilingue",pending,400,2026-05-08
DAY_297,297,Revenue,"• Semaine de révision des objectifs\n• Préparation des rapports financiers\n• Documentation des processus",pending,500,2026-05-09
DAY_298,298,Funding,"• Préparer la présentation aux investisseurs\n• Affiner le modèle financier\n• Identifier les partenaires potentiels",pending,500,2026-05-10
DAY_299,299,Funding,"• Rencontrer les fonds de capital-risque\n• Négocier les termes\n• Finaliser les accords",pending,600,2026-05-11
DAY_300,300,Funding,"• Suivi des investisseurs\n• Préparer la prochaine levée de fonds\n• Optimisation des produits existants",pending,700,2026-05-12


